CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H2AK01158,"PELTOLA, MARY",I,1,DEMOCRAT,13443537.46,951851.88,14050828.27,0.0,691260.3,83969.49,0.0,0.0,0.0,0.0,0.0,0.0,10800004.13,AK,00,1615986.3,9969.28,12/31/2024,161309.36,5625.0
H2AK01083,"BEGICH, NICHOLAS III",C,2,REPUBLICAN,2810467.65,176570.41,2747371.58,17659.66,41233.99,104330.06,599.0,0.0,0.0,25000.0,0.0,425000.0,2309088.23,AK,00,318750.0,5000.0,12/31/2024,23031.99,0.0
H4AK00156,"DAHLSTROM, NANCY",C,2,REPUBLICAN,996163.6,435712.04,790351.61,0.0,0.0,205811.99,0.0,0.0,0.0,0.0,0.0,0.0,286828.61,AK,00,262916.02,0.0,12/31/2024,3218.3,0.0
H4AL01255,"HOLMES, THOMAS BETHUNE MR.",C,1,DEMOCRAT,17698.86,0.0,16817.5,0.0,0.0,410.16,10115.56,2500.0,0.0,0.0,0.0,0.0,3076.82,AL,01,2002.63,0.0,12/31/2024,0.0,0.0
H0AL01055,"CARL, JERRY LEE, JR",I,2,REPUBLICAN,2246839.19,547807.76,2631446.59,27316.59,453897.82,69290.42,0.0,0.0,0.0,176202.71,0.0,254535.87,1063039.38,AL,01,634500.0,0.0,12/31/2024,193499.0,84500.0
H8AL02171,"MOORE, FELIX BARRY",I,2,REPUBLICAN,1130187.3,0.0,1467853.12,0.0,462797.48,125131.66,0.0,20000.0,0.0,20000.0,0.0,0.0,649617.39,AL,01,389496.99,0.0,12/31/2024,0.0,0.0
H0AL01097,"AVERHART, JAMES",C,1,DEMOCRAT,8876.56,0.0,6240.74,0.0,121.71,2757.53,0.0,5158.22,0.0,0.0,0.0,34403.22,3718.34,AL,02,0.0,0.0,12/31/2024,0.0,0.0
H0AL02202,"HARVEY-HALL, PHYLLIS",C,1,DEMOCRAT,16284.0,0.0,5610.17,0.0,220.58,10894.41,4800.0,5205.0,0.0,0.0,0.0,6405.0,6279.0,AL,02,0.0,0.0,02/21/2024,0.0,0.0
H2AL02166,"PATEL, VIMAL",C,1,DEMOCRAT,16300.0,0.0,11218.68,0.0,1138.68,-4100.0,0.0,7100.0,0.0,1138.68,0.0,13772.32,9200.0,AL,02,0.0,0.0,02/21/2024,0.0,0.0
H4AL02097,"COLEMAN, MERIKA",C,1,DEMOCRAT,142030.8,0.0,110017.47,3480.0,0.0,32013.33,200.0,50000.0,0.0,0.0,0.0,50000.0,91830.8,AL,02,0.0,0.0,02/14/2024,0.0,0.0
H4AL02113,"GRAY, JEREMY",C,1,DEMOCRAT,163092.8,0.0,162341.36,0.0,0.0,751.44,19537.0,0.0,0.0,0.0,0.0,3447.05,141661.3,AL,02,1250.0,0.0,12/31/2024,10440.0,0.0
H4AL02162,"DANIELS, ANTHONY",C,1,DEMOCRAT,567548.46,0.0,563961.06,0.0,0.0,3587.4,0.0,0.0,0.0,0.0,0.0,56311.73,523686.34,AL,02,42500.0,0.0,12/31/2024,10059.5,0.0
H4AL02170,"FIGURES, SHOMARI C.",C,1,DEMOCRAT,2628628.73,104915.46,2605519.86,0.0,0.0,23108.87,3485.0,25000.0,0.0,25000.0,0.0,12000.0,1875364.5,AL,02,613861.12,5426.12,12/31/2024,27582.31,4300.0
H4AL02196,"GIVAN, JUANDALYNN MS.",C,1,DEMOCRAT,150251.27,0.0,126936.76,0.0,0.0,23314.51,23575.0,31200.0,0.0,500.0,0.0,24500.0,95416.27,AL,02,0.0,0.0,03/31/2024,0.0,0.0
H4AL02212,"LENARD, WILLIE JAMES",C,1,DEMOCRAT,53721.0,0.0,56744.05,0.0,0.0,-3023.05,9000.0,43110.0,0.0,0.0,0.0,43110.0,1611.0,AL,02,0.0,0.0,09/30/2024,0.0,0.0
H4AL02246,"BRACY, NAPOLEON",C,1,DEMOCRAT,202592.38,0.0,200878.7,0.0,0.0,1713.68,0.0,70000.0,0.0,0.0,0.0,84659.73,121792.38,AL,02,10800.0,0.0,11/25/2024,0.0,0.0
H4AL02121,"BREWBAKER, DICK LANSDEN",C,2,REPUBLICAN,2129338.39,0.0,2129338.39,0.0,0.0,0.0,0.0,1940000.0,0.0,0.0,0.0,0.0,181769.18,AL,02,2500.0,5000.0,09/30/2024,8800.0,0.0
H4AL02139,"HARRIS, HAMPTON SCOTT",C,2,REPUBLICAN,58137.92,0.0,56310.54,0.0,0.0,1827.38,0.0,48603.0,0.0,0.0,0.0,67686.15,6726.6,AL,02,1000.0,0.0,03/31/2024,0.0,0.0
H4AL02188,"ALBRITTON, GREGORY",C,2,REPUBLICAN,187965.45,0.0,187965.45,0.0,0.0,0.0,10000.0,50000.0,0.0,4403.35,0.0,0.0,113065.45,AL,02,14900.0,0.0,05/22/2024,6600.0,0.0
H4AL02204,"GILBERRY, WALLACE",C,2,REPUBLICAN,165335.64,0.0,165335.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165335.64,AL,02,0.0,0.0,01/31/2024,0.0,0.0
H4AL02220,"DOBSON, CAROLEENE",C,2,REPUBLICAN,3857871.22,63520.57,3854940.03,0.0,0.0,2931.19,0.0,2138000.0,0.0,0.0,0.0,2138000.0,1226100.44,AL,02,410249.98,20000.0,12/31/2024,47234.8,2750.0
H2AL03032,"ROGERS, MICHAEL",I,2,REPUBLICAN,2931555.95,156594.44,2037556.65,55980.0,1028335.01,1922334.3,0.0,0.0,0.0,0.0,0.0,0.0,1640962.27,AL,03,1080897.01,14000.0,12/31/2024,51918.56,7000.0
H4AL03087,"BEVELS, BARRON RAE",C,2,REPUBLICAN,270.0,0.0,3816.65,0.0,0.0,479.07,200.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,03,0.0,0.0,12/31/2023,0.0,0.0
H4AL03095,"NEWELL, BRYAN KEITH",C,2,REPUBLICAN,6475.82,0.0,6057.95,0.0,147.02,172.54,6109.01,0.0,0.0,0.0,0.0,0.0,366.81,AL,03,0.0,0.0,02/14/2024,0.0,0.0
H4AL04036,"HOLCOMB, JUSTIN",C,2,REPUBLICAN,6200.0,0.0,4616.18,0.0,2085.55,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,1700.0,AL,04,0.0,0.0,04/01/2024,0.0,0.0
H6AL04098,"ADERHOLT, ROBERT B. REP.",I,2,REPUBLICAN,1499911.78,31820.06,1692460.67,0.0,1159445.23,966896.34,0.0,0.0,0.0,0.0,0.0,0.0,635352.36,AL,04,795500.0,0.0,12/31/2024,23262.59,5000.0
H2AL05102,"STRONG, DALE WHITNEY",I,2,REPUBLICAN,1301231.26,66363.69,691299.16,0.0,19045.32,628977.42,0.0,0.0,0.0,0.0,0.0,240000.0,654265.43,AL,05,575750.0,0.0,12/31/2024,10300.0,2900.0
H4AL06189,"ANDERSON, ELIZABETH",C,1,DEMOCRAT,208724.38,0.0,173213.53,0.0,0.0,35510.85,162.0,3480.0,0.0,0.0,0.0,0.0,186789.39,AL,06,16192.99,0.0,12/31/2024,0.0,0.0
H4AL06098,"PALMER, GARY",I,2,REPUBLICAN,1728601.16,81537.3,2021427.7,0.0,446065.86,153239.32,0.0,0.0,0.0,0.0,0.0,0.0,1046435.31,AL,06,596510.0,0.0,12/31/2024,9960.0,0.0
H4AL06163,"WILKINS, GERRICK DEWAYNE",C,2,REPUBLICAN,330372.31,0.0,330372.31,0.0,0.0,0.0,84923.57,115000.0,0.0,26000.0,0.0,89000.0,124752.0,AL,06,10.0,0.0,07/15/2024,11702.0,0.0
H4AL06171,"MCFEETERS, KENNETH R",C,2,REPUBLICAN,17000.0,0.0,17000.0,0.0,22000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,06,0.0,0.0,02/20/2024,0.0,0.0
H0AL07086,"SEWELL, TERRI A.",I,1,DEMOCRAT,3036770.95,0.0,2462142.12,0.0,2895932.07,3470560.9,0.0,0.0,0.0,0.0,0.0,0.0,972896.99,AL,07,2063873.95,0.0,12/31/2024,10412.0,0.0
H4AL07104,"LITAKER, ROBIN DR.",C,2,REPUBLICAN,42634.27,0.0,42634.27,0.0,0.0,0.0,0.0,17180.0,0.0,0.0,0.0,17577.39,19175.59,AL,07,786.47,5000.0,12/31/2024,300.0,0.0
H4AR01077,"GOVENS, RODNEY",C,1,DEMOCRAT,95238.76,0.0,94346.65,0.0,0.0,892.11,0.0,23538.0,0.0,5000.0,0.0,0.0,61360.46,AR,01,10055.0,250.0,11/25/2024,93.13,0.0
H0AR01083,"CRAWFORD, ERIC ALAN RICK",I,2,REPUBLICAN,1098029.43,7749.97,889704.9,205086.0,622502.33,830826.86,0.0,0.0,0.0,0.0,0.0,0.0,325357.92,AR,01,740193.96,1750.0,12/31/2024,0.0,1000.0
H4AR02232,"JONES, MARCUS",C,1,DEMOCRAT,476872.35,0.0,473322.69,0.0,0.0,3549.66,0.0,0.0,0.0,0.0,0.0,0.0,454577.07,AR,02,19300.0,2450.0,12/31/2024,527.86,0.0
H4AR02141,"HILL, JAMES FRENCH",I,2,REPUBLICAN,3802050.59,350404.98,3306363.41,0.0,880665.01,1376352.19,0.0,0.0,0.0,0.0,0.0,0.0,1757301.56,AR,02,1690250.0,0.0,12/31/2024,21650.0,0.0
H4AR03065,"MATTELIN, CAITLIN RAE DRAPER",C,1,DEMOCRAT,258728.4,0.0,257970.44,0.0,0.0,757.96,925.12,0.0,0.0,0.0,0.0,0.0,250700.58,AR,03,4000.0,0.0,11/25/2024,0.0,0.0
H0AR03055,"WOMACK, STEPHEN A THE HON",I,2,REPUBLICAN,2474937.89,53841.68,2703359.12,0.0,1944314.89,1715893.66,0.0,0.0,0.0,0.0,0.0,0.0,1075585.74,AR,03,1227581.58,0.0,12/31/2024,10898.63,0.0
H4AR03073,"PENZO, CLINT",C,2,REPUBLICAN,123158.88,0.0,116705.72,0.0,0.0,6453.16,0.0,0.0,0.0,0.0,0.0,30000.0,121803.29,AR,03,1000.0,0.0,12/31/2024,0.0,0.0
H4AR04089,"HOWARD, RISI",C,1,DEMOCRAT,12981.87,0.0,9156.36,0.0,0.0,2287.3,701.37,624.1,0.0,0.0,0.0,624.1,5733.21,AR,04,4549.47,1373.72,12/31/2024,0.0,0.0
H4AR04048,"WESTERMAN, BRUCE",I,2,REPUBLICAN,2736566.95,258440.98,1178557.57,0.0,1475551.02,3033560.4,0.0,0.0,0.0,0.0,0.0,0.0,1095592.31,AR,04,1310140.58,0.0,12/31/2024,35759.0,9750.0
H4AS01018,"KUAEA, LOUISE LEALAI MRS.",C,1,DEMOCRAT,26550.0,0.0,31095.58,0.0,0.0,-4545.58,0.0,0.0,0.0,0.0,0.0,3913.92,26550.0,AS,00,0.0,0.0,11/25/2024,0.0,0.0
H4AS00036,"AMATA, AUMUA",I,2,REPUBLICAN,65150.37,500.0,63788.13,0.0,293.9,1656.14,0.0,0.0,0.0,0.0,0.0,0.0,39150.37,AS,00,25500.0,0.0,12/31/2024,0.0,0.0
H2AZ06254,"WILLIAMSON, W JOHN",C,1,DEMOCRAT,270.0,0.0,1051.37,0.0,860.27,0.0,70.0,0.0,0.0,0.0,0.0,0.0,200.0,AZ,01,0.0,0.0,08/23/2023,1051.37,0.0
H4AZ01186,"HORNE, ANDREW",C,1,DEMOCRAT,2814612.1,0.0,2814612.1,0.0,0.0,0.0,1306083.97,1329537.02,0.0,1329537.02,0.0,0.0,178991.11,AZ,01,0.0,0.0,12/31/2024,63009.09,0.0
H4AZ01194,"SHAH, AMISH DR.",C,1,DEMOCRAT,6343150.1,357719.78,6252020.16,0.0,0.0,91801.9,31024.67,163300.0,0.0,160000.0,0.0,3300.0,5303935.32,AZ,01,480244.58,4775.0,12/31/2024,59295.05,10000.0
H4AZ01202,"CHERNY, ANDREI",C,1,DEMOCRAT,2593678.69,24107.35,2588312.61,0.0,0.0,5366.08,35.52,150000.0,0.0,0.0,0.0,13900.0,2373509.76,AZ,01,41000.0,0.0,12/31/2024,311150.37,5000.0
H4AZ01210,"KROEMER, KURT",C,1,DEMOCRAT,297460.33,0.0,297460.33,0.0,0.0,0.0,52853.01,92773.91,0.0,92773.91,0.0,0.0,151474.41,AZ,01,0.0,0.0,08/07/2024,4370.0,0.0
H4AZ01228,"GALAN-WOODS, MARLENE",C,1,DEMOCRAT,1776275.3,0.0,1776275.3,0.0,0.0,0.0,38177.55,75000.0,0.0,468.98,0.0,0.0,1591171.87,AZ,01,70500.0,0.0,12/02/2024,232818.98,15000.0
H4AZ01244,"O'CALLAGHAN, CONOR",C,1,DEMOCRAT,2208808.94,0.0,2077400.02,0.0,0.0,0.0,162562.3,955549.27,0.0,0.0,0.0,1008210.62,1082683.37,AZ,01,8000.0,0.0,12/31/2024,31066.0,0.0
H4AZ01293,"GEORGE, KIMBERLY",C,2,REPUBLICAN,153414.43,0.0,152611.98,0.0,0.0,802.45,806.11,0.0,0.0,0.0,0.0,0.0,136575.35,AZ,01,0.0,0.0,12/31/2024,2637.34,0.0
H4AZ01335,"BACKIE, ROBERT",C,2,REPUBLICAN,118736.5,0.0,90335.97,0.0,0.0,28400.53,25.0,75000.0,20000.0,0.0,0.0,95000.0,17954.03,AZ,01,0.0,0.0,07/10/2024,0.0,0.0
H4AZ06045,"SCHWEIKERT, DAVID S.",I,2,REPUBLICAN,4213494.89,880729.52,4216607.92,1305.29,52936.95,49823.92,0.0,0.0,0.0,11578.32,0.0,168177.46,1753393.57,AZ,01,1568134.77,10000.0,12/31/2024,21046.87,2000.0
H4AZ02176,"BOWE, LINDSAY",C,1,DEMOCRAT,9620.0,0.0,9624.0,0.0,0.0,-4.0,1195.0,0.0,4000.0,0.0,4000.0,0.0,4425.0,AZ,02,0.0,0.0,07/15/2023,3091.67,0.0
H4AZ02184,"NEZ, JONATHAN MICHAEL",C,1,DEMOCRAT,5522850.09,0.0,5457626.09,0.0,0.0,65175.96,20.0,0.0,0.0,0.0,0.0,0.0,5320391.09,AZ,02,201939.0,500.0,12/31/2024,88119.09,0.0
H2AZ01354,"CRANE, ELI",I,2,REPUBLICAN,8559239.47,4780.99,8308125.11,2354.09,66255.71,317370.07,0.0,0.0,0.0,0.0,0.0,202776.06,8412660.34,AZ,02,114700.0,0.0,12/31/2024,94744.54,0.0
H4AZ02192,"SMITH, JACK",C,2,REPUBLICAN,104009.41,0.0,103271.28,0.0,0.0,738.13,11928.48,2000.0,0.0,0.0,0.0,15459.11,82755.93,AZ,02,0.0,0.0,12/31/2024,13200.0,0.0
H4AZ03109,"ANSARI, YASSAMIN",O,1,DEMOCRAT,2876682.29,3055.83,2866271.58,0.0,0.0,10410.71,95209.11,385000.0,0.0,10000.0,0.0,375000.0,1976336.45,AZ,03,286511.22,0.0,12/31/2024,29915.0,4000.0
H4AZ03125,"AGUILAR, YLENIA",O,1,DEMOCRAT,63933.07,0.0,63933.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63933.07,AZ,03,0.0,0.0,09/30/2023,0.0,0.0
H4AZ03133,"PASTOR, LAURA",O,1,DEMOCRAT,121783.96,0.0,121167.65,0.0,0.0,616.31,0.0,0.0,0.0,0.0,0.0,0.0,121425.16,AZ,03,0.0,0.0,12/31/2024,13610.0,0.0
H4AZ03141,"WOOTEN, DUANE M MD",O,1,DEMOCRAT,57220.69,0.0,53637.56,0.0,0.0,3583.13,9400.0,5000.0,0.0,5000.0,0.0,0.0,42104.88,AZ,03,0.0,0.0,12/31/2024,0.0,0.0
H2AZ07187,"ZINK, JEFFREY NELSON MR",O,2,REPUBLICAN,60847.0,0.0,79390.55,0.0,19103.29,559.74,0.0,30000.0,0.0,0.0,0.0,70000.0,25347.0,AZ,03,5500.0,0.0,12/31/2024,0.0,0.0
H4AZ03158,"MENDOZA, JESUS DAVID",O,2,REPUBLICAN,10977.82,0.0,9787.0,0.0,0.0,1190.82,2483.87,0.0,0.0,0.0,0.0,0.0,8493.95,AZ,03,0.0,0.0,12/31/2024,0.0,0.0
H8AZ09040,"STANTON, GREG",I,1,DEMOCRAT,2796248.73,5180.0,1813860.16,0.0,33341.89,1015730.46,0.0,0.0,0.0,0.0,0.0,0.0,1959812.31,AZ,04,806686.17,0.0,12/31/2024,2757.33,0.0
H2AZ09183,"DAVISON, JERONE",C,2,REPUBLICAN,57902.87,0.0,60833.56,0.0,0.28,-2930.41,0.0,0.0,0.0,0.0,0.0,0.0,57225.98,AZ,04,500.0,0.0,12/31/2024,0.0,0.0
H2AZ09191,"COOPER, KELLY",C,2,REPUBLICAN,788327.2,46198.61,816881.21,4286.96,58744.19,30190.18,797.49,50214.04,0.0,51407.09,0.0,603480.47,607197.81,AZ,04,81264.0,0.0,12/31/2024,6034.98,0.0
H4AZ04115,"JASSER, M. ZUHDI",C,2,REPUBLICAN,596235.82,0.0,595952.97,0.0,0.0,282.85,10000.0,0.0,0.0,0.0,0.0,0.0,581235.82,AZ,04,5000.0,0.0,08/30/2024,118930.41,0.0
H6AZ09010,"GILES, DAVID VICTOR",C,2,REPUBLICAN,191173.8,0.0,191173.8,0.0,0.0,0.0,0.0,95313.19,0.0,0.0,0.0,653544.47,95860.61,AZ,04,0.0,0.0,10/01/2024,0.0,0.0
H4AZ05112,"SCHAFFNER, KATRINA",C,1,DEMOCRAT,69745.77,0.0,68855.87,7883.0,0.0,889.9,0.0,0.0,0.0,0.0,0.0,0.0,65924.25,AZ,05,0.0,3821.52,11/15/2024,0.0,0.0
H2AZ09142,"STOVALL, ALEX",C,2,REPUBLICAN,840.71,0.0,1821.63,0.0,1819.09,838.17,0.0,0.0,0.0,0.0,0.0,61269.32,840.71,AZ,05,0.0,0.0,06/30/2023,3.0,0.0
H6AZ05083,"BIGGS, ANDY",I,2,REPUBLICAN,1383059.41,13000.0,1159653.7,0.0,235471.85,458877.56,0.0,0.0,0.0,0.0,0.0,0.0,1283197.96,AZ,05,75985.2,0.0,12/31/2024,17775.0,0.0
H2AZ05173,"SMITH, CLINT WILLIAM",C,3,OTHER,48705.0,0.0,48705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46205.0,AZ,05,2500.0,0.0,06/30/2024,4000.0,0.0
H2AZ02311,"ENGEL, KIRSTEN",C,1,DEMOCRAT,8461618.48,762214.07,8430005.34,0.0,1305.37,32418.51,0.0,0.0,0.0,0.0,0.0,0.0,6839057.76,AZ,06,636015.34,4798.58,12/31/2024,72141.48,2800.0
H4AZ06128,"O'DONNELL, JOHN ROBERT",C,1,DEMOCRAT,69325.24,0.0,69325.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68976.25,AZ,06,0.0,0.0,07/17/2023,29355.0,0.0
H2AZ02360,"CISCOMANI, JUAN",I,2,REPUBLICAN,7035782.04,1454114.01,6853656.75,1228.27,54435.6,236560.89,0.0,0.0,0.0,0.0,0.0,0.0,3626926.69,AZ,06,1940183.02,10500.0,12/31/2024,118968.27,35750.46
H4AZ06136,"WINN, KATHLEEN",C,2,REPUBLICAN,286409.28,0.0,286409.28,0.0,0.0,0.0,38395.97,95667.0,0.0,0.0,0.0,0.0,141306.68,AZ,06,0.0,0.0,12/31/2024,25597.85,0.0
H4AZ06144,"CAST, CLIFFORD VANCE DR",C,3,OTHER,50109.55,0.0,37862.28,0.0,0.0,12247.27,0.0,50000.0,0.0,0.0,0.0,0.0,109.55,AZ,06,0.0,0.0,07/23/2024,0.0,0.0
H2AZ03152,"POZZOLO, LUIS",C,3,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,06,0.0,0.0,03/31/2023,0.0,0.0
H2AZ07070,"GRIJALVA, RAUL M",I,1,DEMOCRAT,643862.68,0.0,549407.41,0.0,206205.86,300661.13,0.0,0.0,0.0,0.0,0.0,4015.59,474597.04,AZ,07,164500.0,0.0,12/31/2024,731.84,1000.0
H4AZ07134,"BUTIEREZ, DANIEL",C,2,REPUBLICAN,78606.9,0.0,78014.76,0.0,0.0,592.14,46595.43,0.0,0.0,0.0,0.0,4978.11,31011.47,AZ,07,1000.0,0.0,12/31/2024,0.0,0.0
H4AZ07142,"BECKER, NINA",C,2,REPUBLICAN,300504.0,0.0,730.67,0.0,190.0,299963.33,0.0,0.0,0.0,0.0,0.0,0.0,300504.0,AZ,07,0.0,0.0,06/30/2024,195.0,0.0
H4AZ08074,"SPREITZER, JEREMY",O,1,DEMOCRAT,11215.24,0.0,9200.13,0.0,121.19,2136.3,285.0,0.0,0.0,0.0,0.0,23059.3,10930.24,AZ,08,0.0,0.0,09/30/2023,0.0,0.0
H4AZ08090,"WHITTEN, GREGORY",O,1,DEMOCRAT,576752.74,0.0,576752.74,0.0,0.0,0.0,5447.46,103000.0,0.0,79395.28,0.0,0.0,466676.08,AZ,08,1500.0,0.0,12/31/2024,0.0,0.0
H4AZ08108,"HAMADEH, ABRAHAM",O,2,REPUBLICAN,1994018.86,105310.93,1957610.26,0.0,0.0,36408.6,5030.0,394000.0,0.0,85000.0,0.0,339455.93,1337550.08,AZ,08,151750.0,0.0,12/31/2024,21500.0,250.0
H4AZ08124,"MASTERS, BLAKE",O,2,REPUBLICAN,4223399.05,129724.53,4216338.52,0.0,0.0,7060.53,0.0,3570000.0,0.0,800000.0,0.0,3626074.42,514610.02,AZ,08,8800.0,0.0,12/31/2024,47862.2,0.0
H4AZ08132,"KERN, ANTHONY",O,2,REPUBLICAN,210220.97,0.0,209824.14,0.0,0.0,396.83,0.0,50000.0,0.0,3000.0,0.0,47000.0,148041.26,AZ,08,8099.0,0.0,12/31/2024,13612.0,4799.0
H4AZ08140,"TOMA, BEN",O,2,REPUBLICAN,914122.11,0.0,914122.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839297.79,AZ,08,71000.0,0.0,12/31/2024,121224.35,2900.0
H4AZ08157,"FRANKS, TRENT",O,2,REPUBLICAN,644719.34,0.0,639142.0,0.0,0.0,5577.34,0.0,600000.0,0.0,0.0,0.0,600000.0,44711.79,AZ,08,0.0,0.0,12/31/2024,0.0,0.0
H4AZ08173,"BRIODY, PATRICK JAMES",O,2,REPUBLICAN,19194.16,0.0,18551.48,0.0,0.0,642.68,0.0,18594.16,0.0,0.0,0.0,18594.16,600.0,AZ,08,0.0,0.0,07/10/2024,0.0,0.0
H8AZ08158,"LESKO, DEBBIE",I,2,REPUBLICAN,370273.95,2997.53,893861.04,0.0,1002734.67,479147.58,0.0,0.0,0.0,0.0,0.0,0.0,186628.15,AZ,08,175558.0,0.0,12/31/2024,40757.42,10500.0
H2AZ08201,"SPREITZER, JEREMY",O,3,OTHER,11215.24,0.0,9200.13,0.0,121.19,2136.3,285.0,0.0,0.0,0.0,0.0,23059.3,10930.24,AZ,08,0.0,0.0,09/30/2023,0.0,0.0
H4AZ09031,"BLAIR, NICHOLAS EDWARD",C,1,DEMOCRAT,5100.0,0.0,5100.0,0.0,0.0,0.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,09,0.0,0.0,06/30/2023,1100.0,0.0
H4AZ09049,"SMITH, QUACY L",C,1,DEMOCRAT,236354.19,0.0,213624.22,200.0,0.0,32268.36,5267.5,77910.0,0.0,13500.0,0.0,64410.0,145521.92,AZ,09,5000.0,0.0,12/31/2024,0.0,0.0
H0AZ01259,"GOSAR, PAUL DR.",I,2,REPUBLICAN,478477.68,535.87,497470.48,6000.0,107638.78,91596.98,0.0,0.0,0.0,0.0,0.0,0.0,432326.32,AZ,09,34900.0,0.0,12/31/2024,18472.0,535.87
H4AZ20012,"BUSBY, BRADY",C,3,OTHER,2877.0,0.0,2596.58,0.0,0.0,280.42,2107.0,0.0,0.0,0.0,0.0,0.0,770.0,AZ,20,0.0,0.0,12/31/2024,0.0,0.0
H4CA01140,"YEE, ROSE PENELOPE",C,1,DEMOCRAT,86105.64,0.0,79623.42,0.0,0.0,7427.61,0.0,20000.0,0.0,0.0,0.0,20000.0,60194.56,CA,01,2688.18,475.0,12/31/2024,0.0,0.0
H2CA02142,"LAMALFA, DOUG",I,2,REPUBLICAN,1012001.47,2380.8,694249.77,0.0,366690.24,684441.94,0.0,0.0,0.0,0.0,0.0,0.0,627954.84,CA,01,377900.0,3050.0,12/31/2024,11672.58,0.0
H2CA06259,"HUFFMAN, JARED",I,1,DEMOCRAT,1014658.0,0.0,958825.63,0.0,928810.57,984642.94,0.0,0.0,0.0,0.0,0.0,871.68,532702.44,CA,02,415645.64,0.0,12/31/2024,16748.52,1000.0
H2CA02241,"COULOMBE, CHRIS MR",C,2,REPUBLICAN,123590.25,1040.0,123059.31,250.0,386.07,917.01,0.0,11850.0,0.0,2800.0,0.0,31350.18,104968.33,CA,02,0.0,1758.5,12/31/2024,0.0,0.0
H4CA02130,"GIBBS JENSEN, TIEF",C,2,REPUBLICAN,28280.1,0.0,27905.62,0.0,0.0,374.48,416.98,0.0,0.0,0.0,0.0,325.0,27663.12,CA,02,0.0,0.0,12/31/2024,0.0,0.0
H8CA04210,"MORSE, JESSICA",C,1,DEMOCRAT,3082382.7,37821.17,3262405.92,0.0,204362.96,24339.74,0.0,0.0,0.0,0.0,0.0,2146.88,2815071.91,CA,03,208307.5,9104.95,12/31/2024,27816.44,0.0
H2CA03157,"KILEY, KEVIN",I,2,REPUBLICAN,4266158.4,576095.16,3924153.82,185.98,38973.49,380978.07,0.0,0.0,0.0,0.0,0.0,0.0,3014958.68,CA,03,650722.34,0.0,12/31/2024,51224.56,3174.56
H2CA04155,"ENGDAHL, ANDREW DAVID",C,1,DEMOCRAT,1587.46,0.0,4028.28,0.0,3107.01,666.19,0.0,0.0,0.0,0.0,0.0,0.0,1587.46,CA,04,0.0,0.0,04/13/2024,0.0,0.0
H8CA01109,"THOMPSON, MIKE MR.",I,1,DEMOCRAT,2434299.38,0.0,2852644.87,0.0,1627833.89,1209488.4,0.0,0.0,0.0,0.0,0.0,36045.67,894741.21,CA,04,1493286.0,880.94,12/31/2024,6828.0,1750.0
H2CA04148,"BROCK, MATTHEW",C,2,REPUBLICAN,1510.0,0.0,1532.85,0.0,22.85,0.0,0.0,1460.0,0.0,0.0,0.0,7260.0,50.0,CA,04,0.0,0.0,09/19/2023,0.0,0.0
H4CA04128,"MUNN, JOHN",C,2,REPUBLICAN,159805.48,0.0,159805.48,0.0,0.0,0.0,0.0,127500.0,0.0,3135.67,0.0,0.0,30889.98,CA,04,300.0,0.0,12/31/2024,0.0,0.0
H4CA04136,"PATWARDHAN, NIKET",C,3,OTHER,9019.12,0.0,9019.12,0.0,0.0,0.0,279.12,8740.0,0.0,1324.2,0.0,0.0,0.0,CA,04,0.0,0.0,03/19/2024,0.0,0.0
H2CA00096,"BARKLEY, MICHAEL JAMES MR.",C,1,DEMOCRAT,86712.32,0.0,82051.67,0.0,78.23,4738.88,0.0,63562.81,0.0,0.0,0.0,537275.86,13690.57,CA,05,250.0,5700.0,12/31/2024,0.0,0.0
H8CA04152,"MCCLINTOCK, THOMAS",I,2,REPUBLICAN,1171016.98,4116.5,1160351.97,0.0,137539.98,148204.99,0.0,0.0,0.0,0.0,0.0,0.0,937576.95,CA,05,221140.18,523.19,12/31/2024,21970.0,0.0
