CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H2MO07143,"BURLISON, ERIC",I,2,REPUBLICAN,923026.09,56902.11,503233.8,0.0,181595.28,601387.57,0.0,0.0,0.0,0.0,0.0,0.0,438101.97,MO,07,426152.72,0.0,12/31/2024,0.0,0.0
H4MO07164,"ADAIR, JOHN DOUGLAS",C,2,REPUBLICAN,10835.86,0.0,8451.68,0.0,0.0,2975.86,1035.86,9800.0,0.0,0.0,0.0,13007.4,0.0,MO,07,0.0,0.0,08/14/2024,304.68,0.0
H2MO08091,"MCCALLIAN, RANDI MCCALLIAN",C,1,DEMOCRAT,52669.25,0.0,60932.29,0.0,8408.88,145.84,0.0,3000.0,0.0,3000.0,0.0,0.0,47675.26,MO,08,1949.99,8.0,12/31/2024,200.0,0.0
H4MO08238,"ROTH, FRANKLIN DELANO II",C,1,DEMOCRAT,34810.02,0.0,34759.99,0.0,0.0,50.03,4000.0,5859.1,0.0,0.0,0.0,5859.1,23700.92,MO,08,1250.0,0.0,12/31/2024,0.0,0.0
H4MO08162,"SMITH, JASON T",I,2,REPUBLICAN,6549798.75,776929.54,4020602.59,0.0,487947.8,3017143.96,0.0,0.0,0.0,0.0,0.0,0.0,2285776.58,MO,08,3480068.13,0.0,12/31/2024,10900.0,17200.0
H4MO08253,"HEITHOLD, GRANT",C,2,REPUBLICAN,19230.17,0.0,15108.37,0.0,0.0,4122.0,14570.3,0.0,0.0,0.0,0.0,381.0,4659.87,MO,08,0.0,0.0,09/06/2024,0.0,0.0
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",I,1,DEMOCRAT,2151.01,0.0,27901.19,0.0,31579.96,5829.78,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,MP,00,500.0,0.0,12/31/2024,0.0,0.0
H8MP00033," GONZALES, JOHN OLIVER DELOS REYES",C,3,OTHER,17027.11,0.0,14995.26,0.0,0.0,2031.85,0.0,0.0,0.0,0.0,0.0,0.0,100.0,MP,00,0.0,0.0,10/16/2024,0.0,0.0
H4MP01048,"PROPST, EDWIN KENNETH",C,1,DEMOCRAT,75213.07,0.0,66674.04,0.0,0.0,8588.01,0.0,0.0,0.0,0.0,0.0,0.0,65313.07,MP,01,4900.0,5000.0,12/31/2024,350.0,0.0
H4MP01022,"KING-HINDS, KIMBERLYN KAY",C,2,REPUBLICAN,86429.79,0.0,80648.07,0.0,200.0,5981.72,0.0,0.0,0.0,0.0,0.0,0.0,86429.79,MP,01,0.0,0.0,12/31/2024,0.0,0.0
H2MS01148,"BLACK, DIANNE DODSON",C,1,DEMOCRAT,9759.9,0.0,19821.33,0.0,689.65,-11755.27,0.0,0.0,0.0,0.0,0.0,0.0,9759.9,MS,01,0.0,0.0,11/25/2024,0.0,0.0
H6MS01131,"KELLY, JOHN TRENT",I,2,REPUBLICAN,1281874.14,37900.0,998727.89,146450.0,325712.28,608858.53,0.0,0.0,0.0,0.0,0.0,0.0,584616.67,MS,01,655195.09,0.0,12/31/2024,3400.0,0.0
H4MS02068,"THOMPSON, BENNIE G.",I,1,DEMOCRAT,1245200.98,0.0,1349946.31,0.0,1730909.56,1626164.23,0.0,0.0,0.0,0.0,0.0,0.0,435270.81,MS,02,809372.45,0.0,12/31/2024,7672.15,4000.0
H2MS02203,"ELLER, RON",C,2,REPUBLICAN,160676.12,0.0,123525.67,1341.2,0.0,36729.1,105662.0,0.0,0.0,0.0,0.0,0.0,32565.12,MS,02,22449.0,0.0,12/31/2024,0.0,0.0
H4MS02217,"TURCOTTE, TAYLOR",C,2,REPUBLICAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MS,02,0.0,0.0,02/21/2024,0.0,0.0
H8MS03125,"GUEST, MICHAEL PATRICK",I,2,REPUBLICAN,925968.2,0.0,439640.66,0.0,25017.9,511345.44,0.0,0.0,0.0,0.0,0.0,0.0,416140.77,MS,03,508797.8,0.0,12/31/2024,0.0,0.0
H0MS04161,"BOYANTON, CARL",C,2,REPUBLICAN,533609.35,0.0,533609.35,0.0,0.0,0.0,0.0,509500.0,0.0,270000.0,0.0,0.0,17793.78,MS,04,5000.0,0.0,05/22/2024,120.0,0.0
H2MS04258,"EZELL, WALTER MICHAEL",I,2,REPUBLICAN,1227959.76,21250.0,1084766.62,0.0,8271.91,151465.05,0.0,0.0,0.0,12500.0,0.0,0.0,644867.78,MS,04,561841.98,0.0,12/31/2024,1000.0,0.0
H4MS04171,"MCGILL, MICHAEL",C,2,REPUBLICAN,9617.32,0.0,4651.34,0.0,0.0,2477.98,0.0,2625.0,0.0,0.0,0.0,2625.0,6992.32,MS,04,0.0,0.0,03/03/2024,0.0,0.0
H2MT02092,"TRANEL, MONICA",C,1,DEMOCRAT,6225655.3,446799.35,6205245.86,0.0,9885.65,30295.09,11025.0,0.0,0.0,0.0,0.0,0.0,5352238.77,MT,01,405180.69,7729.35,12/31/2024,34206.33,1600.0
H2MT00112,"TODD, MARY",C,2,REPUBLICAN,122732.43,0.0,122732.43,0.0,0.0,0.0,12640.0,96300.0,0.0,13177.18,0.0,83122.82,13792.43,MT,01,0.0,0.0,06/30/2024,0.0,0.0
H4MT01041,"ZINKE, RYAN K",I,2,REPUBLICAN,10117220.53,838449.07,9546737.64,517.34,110048.12,680531.01,0.0,0.0,0.0,0.0,0.0,0.0,7952758.75,MT,01,1290717.56,249.0,12/31/2024,87275.36,4500.0
H4MT02031,"HAMM, KEVIN",O,1,DEMOCRAT,71856.39,0.0,71856.39,0.0,0.0,0.0,0.0,5136.98,0.0,0.0,0.0,5432.21,66649.9,MT,02,69.51,0.0,08/30/2024,0.0,0.0
H4MT02056,"CABRERA, MING A MR",O,1,DEMOCRAT,61522.0,0.0,61522.0,0.0,0.0,0.0,0.0,2740.0,0.0,2740.0,0.0,0.0,58782.0,MT,02,0.0,0.0,09/30/2024,13200.0,0.0
H4MT02148,"HELD, STEVE",O,1,DEMOCRAT,96204.0,0.0,96204.0,0.0,0.0,0.0,650.0,45000.0,0.0,663.01,0.0,0.0,50554.0,MT,02,0.0,0.0,08/11/2024,30.0,0.0
H4MT02155,"NEILL, REILLY",C,1,DEMOCRAT,15824.16,0.0,9460.78,0.0,0.0,6363.38,7507.52,0.0,0.0,0.0,0.0,0.0,8316.64,MT,02,0.0,0.0,09/30/2024,0.0,0.0
H0MT00033,"REHBERG, DENNIS R",O,2,REPUBLICAN,631425.21,1055.44,631425.21,0.0,0.0,0.0,0.0,460000.0,0.0,300000.0,0.0,0.0,142869.77,MT,02,27500.0,0.0,09/30/2024,10170.7,0.0
H2MT02175,"AUSTIN, KYLE",O,2,REPUBLICAN,4550.0,0.0,4500.0,0.0,500.0,550.0,4550.0,0.0,0.0,0.0,0.0,0.0,0.0,MT,02,0.0,0.0,12/31/2024,0.0,0.0
H4MT00050,"ROSENDALE, MATT MR.",I,2,REPUBLICAN,1067698.39,297619.83,1365378.51,0.0,1217772.92,920092.8,0.0,0.0,0.0,0.0,0.0,0.0,582548.66,MT,02,187500.0,0.0,12/31/2024,236057.15,41200.0
H4MT01058,"ARNTZEN, ELSIE",O,2,REPUBLICAN,893087.96,0.0,893087.96,0.0,0.0,0.0,1593.36,761500.0,0.0,431.9,0.0,761068.1,122994.6,MT,02,7000.0,0.0,09/09/2024,25341.41,0.0
H4MT02064,"KRAUTTER, JOEL",O,2,REPUBLICAN,88078.89,0.0,88078.89,0.0,0.0,0.0,337.0,6240.0,0.0,3430.25,0.0,0.0,66501.89,MT,02,15000.0,0.0,09/24/2024,0.0,0.0
H4MT02072,"HOLDEN, ARCHIE RODERIC",O,2,REPUBLICAN,51720.86,0.0,50654.15,0.0,0.0,1067.0,37072.99,0.0,0.0,0.0,0.0,0.0,14647.87,MT,02,0.0,0.0,07/01/2024,0.0,0.0
H4MT02098,"DOWNING, TROY",O,2,REPUBLICAN,2943575.08,33092.26,2832044.58,0.0,0.0,111530.5,2.0,1085000.0,0.0,100000.0,0.0,999883.34,1419719.25,MT,02,350535.1,0.0,12/31/2024,18698.36,0.0
H4MT02106,"ZINN, STACY",O,2,REPUBLICAN,154182.2,0.0,154182.2,0.0,0.0,0.0,106541.96,0.0,0.0,0.0,0.0,0.0,45140.24,MT,02,2500.0,0.0,11/15/2024,0.0,0.0
H4MT02114,"BOGNER, KEN",O,2,REPUBLICAN,55442.49,0.0,55442.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53913.39,MT,02,1500.0,0.0,09/30/2024,1065.0,0.0
H8MT01190,"WALKER, EDWARD ALAN",O,2,REPUBLICAN,113963.42,0.0,109495.54,0.0,0.0,4467.88,0.0,10000.0,0.0,10000.0,0.0,0.0,103963.42,MT,02,0.0,0.0,12/31/2024,13606.05,0.0
H2NC02287,"DAVIS, DON",I,1,DEMOCRAT,6061265.18,420638.83,5808396.52,334350.0,17973.08,270841.74,0.0,0.0,0.0,0.0,0.0,0.0,3771941.34,NC,01,1843024.47,7814.57,12/31/2024,31297.56,15100.0
H0NC03149,"SMITH, SANDY",C,2,REPUBLICAN,948026.71,0.0,960672.86,0.0,12791.01,144.86,0.0,450000.0,0.0,446000.0,0.0,180983.66,487161.21,NC,01,5000.0,0.0,12/31/2024,20052.0,0.0
H2NC08235,"VILLAVERDE, CHRISTINE",C,2,REPUBLICAN,44225.0,0.0,55288.1,0.0,11063.1,0.0,0.0,0.0,0.0,19805.84,0.0,0.0,44225.0,NC,01,0.0,0.0,12/07/2023,0.0,0.0
H4NC01137,"BUCKHOUT, LAURIE",C,2,REPUBLICAN,4795621.51,623476.69,4769317.96,17089.12,0.0,26303.55,6600.0,1713000.0,0.0,213000.0,0.0,1500000.0,1933890.21,NC,01,515130.79,2199.99,12/31/2024,35606.22,2000.0
H0NC02125,"ROSS, DEBORAH",I,1,DEMOCRAT,1930246.07,0.0,1662060.04,565500.0,469324.36,737510.39,0.0,0.0,0.0,0.0,0.0,0.0,1148574.63,NC,02,778045.13,31.3,12/31/2024,9970.62,0.0
H0NC02158,"SWAIN, ALAN D",C,2,REPUBLICAN,33206.0,0.0,34107.25,0.0,1996.67,1095.42,0.0,0.0,0.0,10546.78,0.0,28411.34,31756.0,NC,02,450.0,1000.0,12/31/2024,0.0,0.0
H2NC02253,"ROBERSON, SANDY",C,2,REPUBLICAN,29020.0,0.0,25101.07,0.0,5507.92,9426.85,0.0,29020.0,0.0,0.0,0.0,1032020.0,0.0,NC,02,0.0,0.0,12/31/2024,0.0,0.0
H2NC06106,"GANORKAR, MAHESH",C,3,OTHER,5139.75,0.0,5187.89,0.0,15292.15,15244.01,4311.0,0.0,0.0,0.0,0.0,0.0,822.6,NC,02,0.0,0.0,12/31/2024,0.0,0.0
H4NC02150,"GANORKAR, MAHESH",C,3,OTHER,5139.75,0.0,5187.89,0.0,15292.15,15244.01,4311.0,0.0,0.0,0.0,0.0,0.0,822.6,NC,02,0.0,0.0,12/31/2024,0.0,0.0
H0NC03172,"MURPHY, GREGORY FRANCIS DR.",I,2,REPUBLICAN,1939613.96,175196.28,1165664.54,0.0,809512.87,1583462.29,0.0,0.0,0.0,0.0,0.0,0.0,885200.82,NC,03,872700.0,0.0,12/31/2024,50973.85,9500.0
H2NC06114,"FOUSHEE, VALERIE",I,1,DEMOCRAT,695097.87,0.0,737113.53,172500.0,127711.25,85695.59,0.0,0.0,0.0,0.0,0.0,0.0,336576.51,NC,04,352195.11,0.0,12/31/2024,2846.0,2000.0
H4NC05294,"HUBBARD, CHUCK",C,1,DEMOCRAT,416650.34,0.0,409254.33,2000.0,0.0,7396.01,0.0,20000.0,0.0,0.0,0.0,20000.0,385458.36,NC,05,3300.0,7635.0,12/31/2024,1209.0,0.0
H4NC05146,"FOXX, VIRGINIA ANN",I,2,REPUBLICAN,2376260.8,0.0,1978017.91,2000.0,2513025.69,2911268.58,0.0,0.0,0.0,0.0,0.0,0.0,1503229.0,NC,05,872381.8,0.0,12/31/2024,14586.25,0.0
H4NC05302,"MAYBERRY, RYAN",C,2,REPUBLICAN,152381.49,0.0,156412.43,5206.25,0.0,33.74,90206.0,32000.0,0.0,0.0,0.0,32000.0,19067.49,NC,05,10100.0,0.0,09/30/2024,0.0,0.0
H4NC06185,"CRAIGHILL-MIDDLETON, ANDUIN ELIM",O,1,DEMOCRAT,9777.09,0.0,9997.53,0.0,0.0,-68.0,469.28,0.0,0.0,0.0,0.0,0.0,4907.81,NC,06,0.0,4400.0,12/31/2024,0.0,0.0
H8NC13067,"MANNING, KATHY",I,1,DEMOCRAT,785012.57,0.0,988076.08,34500.0,208376.93,5313.42,0.0,0.0,0.0,250000.0,0.0,0.0,560680.08,NC,06,157250.0,0.0,12/31/2024,20425.0,19000.0
H2NC05157,"HINES, ROBERT NICHOLAS",O,2,REPUBLICAN,1476515.72,85896.29,1480494.94,0.0,4394.32,415.1,2700.0,862500.0,0.0,0.0,0.0,2229465.16,508317.03,NC,06,0.0,0.0,12/31/2024,43822.47,0.0
H2NC06155,"CONTOGIANNIS, MARY ANN DR",O,2,REPUBLICAN,226299.0,0.0,229011.83,0.0,8504.88,5792.05,0.0,175600.0,0.0,0.0,0.0,200600.0,33699.0,NC,06,17000.0,0.0,12/31/2024,0.0,0.0
H2NC07161,"CASTELLI, ROBERT CHRISTIAN",O,2,REPUBLICAN,843118.0,1370.01,847036.29,0.0,6689.55,2771.26,0.0,500000.0,0.0,270000.0,0.0,570000.0,322412.14,NC,06,19000.0,0.0,12/31/2024,8500.0,0.0
H4NC06052,"WALKER, BRADLEY MARK MR.",O,2,REPUBLICAN,826947.5,0.0,849590.18,0.0,22642.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774677.43,NC,06,41800.0,0.0,12/31/2024,133391.52,0.0
H4NC06169,"WAGNER, JAY",O,2,REPUBLICAN,274510.58,0.0,274510.58,0.0,0.0,0.0,0.0,134851.46,0.0,0.0,0.0,0.0,139159.02,NC,06,500.0,0.0,10/15/2024,7214.45,0.0
H4NC06177,"MCDOWELL, ADDISON",O,2,REPUBLICAN,933322.68,6847.2,925999.79,0.0,0.0,7322.89,0.0,0.0,0.0,0.0,0.0,30000.0,628836.6,NC,06,296841.02,0.0,12/31/2024,27608.81,41.02
H2NC07096,"ROUZER, DAVID",I,2,REPUBLICAN,1784469.61,7750.02,1965223.57,0.0,1616279.67,1435525.71,0.0,0.0,0.0,0.0,0.0,0.0,737144.38,NC,07,1037550.0,1000.0,12/31/2024,5042.17,3000.0
H0NC09187,"BISHOP, JAMES DANIEL",I,2,REPUBLICAN,324587.12,0.0,1587707.25,0.0,1300228.47,37108.34,0.0,0.0,0.0,0.0,0.0,0.0,183488.08,NC,08,34019.56,500.0,12/31/2024,89325.0,5000.0
H0NC09203,"BROWN, LEIGH",O,2,REPUBLICAN,156928.15,0.0,190393.67,0.0,43631.19,10165.67,0.0,100000.0,0.0,0.0,0.0,100000.0,51428.15,NC,08,5500.0,0.0,12/31/2024,0.0,0.0
H4NC08058,"BAUCOM, ALLAN",O,2,REPUBLICAN,1395025.0,0.0,1387252.41,0.0,0.0,7772.59,0.0,1290000.0,0.0,0.0,0.0,1290000.0,101775.0,NC,08,3250.0,0.0,12/31/2024,800.0,0.0
H4NC08066,"HARRIS, MARK E",O,2,REPUBLICAN,837984.14,0.0,730451.42,0.0,0.0,107532.72,1088.0,75000.0,0.0,45000.0,0.0,30000.0,583022.33,NC,08,176025.0,2800.0,12/31/2024,2300.0,0.0
H4NC08074,"BROWN, DON",O,2,REPUBLICAN,90297.91,0.0,89457.3,0.0,0.0,840.61,1110.0,8800.0,0.0,0.0,0.0,8800.0,80387.91,NC,08,0.0,0.0,12/31/2024,406.05,0.0
H4NC08090,"BRADFORD, JOHN R III",O,2,REPUBLICAN,2046259.12,0.0,2046259.12,0.0,0.0,0.0,1740.0,1600000.0,0.0,78910.66,0.0,1521089.34,356419.12,NC,08,85600.0,0.0,12/31/2024,31271.34,3300.0
H4NC08108,"MAPLES, CHRIS",O,2,REPUBLICAN,26360.0,0.0,26360.0,0.0,0.0,0.0,0.0,20000.0,0.0,6705.25,0.0,0.0,6360.0,NC,08,0.0,0.0,03/22/2024,0.0,0.0
H4NC09171,"BRISTOW, NIGEL WILLIAM",C,1,DEMOCRAT,31339.93,0.0,31056.08,0.0,0.0,-524.91,0.0,0.0,0.0,0.0,0.0,0.0,25749.26,NC,09,0.0,5575.0,12/31/2024,4100.0,0.0
H2NC08185,"HUDSON, RICHARD L. JR.",I,2,REPUBLICAN,3952795.91,606404.55,4757025.68,6620.13,1435963.06,631733.29,0.0,0.0,0.0,0.0,0.0,0.0,1273708.1,NC,09,2019775.0,0.0,12/31/2024,-5200.0,7000.0
H4NC09163,"ETCHISON, SHELANE",C,3,OTHER,358874.03,0.0,353487.26,0.0,0.0,5386.77,0.0,125958.46,0.0,0.0,0.0,125958.46,230315.57,NC,09,2600.0,0.0,12/31/2024,0.0,0.0
H2NC13243,"HARRIGAN, PAT",O,2,REPUBLICAN,1915655.19,49113.96,1936861.45,0.0,74047.61,52841.35,0.0,503000.0,0.0,453409.1,0.0,99590.9,961205.43,NC,10,392300.0,0.0,12/31/2024,13594.0,0.0
H4NC10047,"MCHENRY, PATRICK TIMOTHY",I,2,REPUBLICAN,2203813.61,600775.41,2519830.44,0.0,2123375.72,1807358.89,0.0,0.0,0.0,0.0,0.0,0.0,680863.51,NC,10,900300.0,0.0,12/31/2024,212800.0,117300.0
H4NC10112,"MILLS, GREY",O,2,REPUBLICAN,1537315.3,0.0,1537315.3,0.0,0.0,0.0,0.0,1190000.0,0.0,37040.38,0.0,1152959.62,271234.87,NC,10,52000.0,0.0,12/31/2024,33801.0,0.0
H4NC10120,"MCGOWAN, ANGELYNN BROOKE",O,2,REPUBLICAN,21182.74,0.0,20860.59,0.0,0.0,322.15,1076.63,0.0,0.0,0.0,0.0,20224.61,20106.11,NC,10,0.0,0.0,12/31/2024,0.0,0.0
H4NC10138,"ELLER, CHARLES IVEY MR.",O,2,REPUBLICAN,18376.0,0.0,18376.0,0.0,0.0,0.0,0.0,10000.0,0.0,1119.38,0.0,8880.62,8376.0,NC,10,0.0,0.0,06/30/2024,0.0,0.0
H4NC10195,"HELM, MARSHALL TODD",O,3,OTHER,24657.29,0.0,24226.2,1250.0,0.0,431.09,0.0,12959.29,0.0,0.0,0.0,12959.29,6653.0,NC,10,5000.0,0.0,12/31/2024,0.0,0.0
H4NC10146,"FELDMAN, STEVEN",O,3,OTHER,181428.64,0.0,164167.0,0.0,0.0,17261.64,167583.14,0.0,0.0,0.0,0.0,0.0,13845.5,NC,10,0.0,0.0,12/31/2024,0.0,0.0
H4NC10153,"WARREN, DARREN",O,3,OTHER,5032.97,0.0,5032.97,0.0,0.0,0.0,3902.97,1005.0,0.0,135.0,0.0,14.48,125.0,NC,10,0.0,0.0,03/11/2024,0.0,0.0
H4NC11102,"RUDOW, CALEB",C,1,DEMOCRAT,645960.29,0.0,620895.51,0.0,0.0,25064.78,100.0,0.0,0.0,0.0,0.0,0.0,634423.71,NC,11,7025.0,0.0,12/31/2024,1245.0,0.0
H2NC14050,"EDWARDS, CHUCK",I,2,REPUBLICAN,1442893.38,421616.69,1432022.21,0.0,97892.87,108764.04,0.0,0.0,0.0,229500.0,0.0,0.0,542026.69,NC,11,478000.0,0.0,12/31/2024,781.82,0.0
H4NC11094,"REAGAN, CHRISTIAN",C,2,REPUBLICAN,35530.06,0.0,35523.09,0.0,0.0,6.97,2911.69,14684.22,0.0,0.0,0.0,14684.22,17934.15,NC,11,0.0,0.0,12/31/2024,0.0,0.0
H4NC12100,"ADAMS, ALMA SHEALEY",I,1,DEMOCRAT,715498.2,0.0,685531.13,210250.0,543442.3,573409.37,0.0,0.0,0.0,0.0,0.0,0.0,199253.7,NC,12,516244.49,0.0,12/31/2024,560.0,0.0
H4NC12175,"ALI, ADDUL RAHMAN EL",C,2,REPUBLICAN,48917.57,0.0,48917.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42141.89,NC,12,3975.2,2800.0,11/25/2024,332.51,500.0
H2NC07203,"PARRISH, BERNARD KYLE",O,1,DEMOCRAT,2392.43,0.0,10725.8,250.0,8333.37,0.0,276.43,0.0,0.0,0.0,0.0,10500.0,1866.0,NC,13,0.0,250.0,09/30/2024,0.0,0.0
H2NC14019,"NICKEL, WILEY",I,1,DEMOCRAT,2383094.47,0.0,1731102.48,0.0,36999.17,688991.16,3018.2,765000.0,0.0,792091.99,0.0,926858.01,867468.46,NC,13,737073.34,1554.43,12/31/2024,28306.98,49000.0
H4NC13157,"PIERCE, FRANK",O,1,DEMOCRAT,37167.56,0.0,35806.6,0.0,0.0,1335.96,0.0,560.0,0.0,0.0,0.0,560.0,27947.61,NC,13,4250.0,4400.0,12/31/2024,0.0,0.0
H2NC04168,"BARBOUR, DEVAN IV",O,2,REPUBLICAN,307411.02,0.0,316874.7,0.0,11397.44,1933.76,4740.02,85000.0,0.0,6692.74,0.0,261117.26,217671.0,NC,13,0.0,0.0,12/31/2024,22700.0,0.0
H4NC01129,"VON CANON, FRED",O,2,REPUBLICAN,3332387.0,0.0,3328980.16,0.0,0.0,3406.84,0.0,3200500.0,0.0,230000.0,0.0,2970500.0,124887.0,NC,13,7000.0,0.0,12/31/2024,6600.0,0.0
H4NC02143,"XU, KENNY",O,2,REPUBLICAN,171523.28,0.0,171523.28,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,170879.52,NC,13,236.36,0.0,05/22/2024,11410.41,0.0
H4NC13066,"MCCONKEY, JOSH",O,2,REPUBLICAN,601739.42,0.0,587718.84,0.0,12.15,14032.73,48.0,340000.0,0.0,0.0,0.0,340100.0,235124.42,NC,13,26500.0,0.0,12/31/2024,10255.0,5000.0
H4NC13074,"SHOEMAKER, MATT",O,2,REPUBLICAN,111577.0,0.0,111577.0,0.0,0.0,0.0,24768.54,67870.75,0.0,1140.69,0.0,66730.06,18937.71,NC,13,0.0,0.0,12/31/2024,0.0,0.0
H4NC13082,"PARE, ERIN",O,2,REPUBLICAN,613185.0,0.0,613185.0,0.0,0.0,0.0,0.0,400000.0,0.0,400000.0,0.0,0.0,212185.0,NC,13,1000.0,0.0,06/30/2024,166400.0,500.0
H4NC13116,"KNOTT, BRAD",O,2,REPUBLICAN,2473895.81,4733.93,2456635.71,0.0,0.0,17260.1,0.0,780000.0,0.0,19517.29,0.0,760482.71,1319843.89,NC,13,369317.29,0.0,12/31/2024,4820.0,0.0
H4NC13124,"DIXON, DAVID MR.",O,2,REPUBLICAN,13000.0,0.0,10972.59,0.0,0.0,2027.41,1200.0,10000.0,0.0,0.0,0.0,10000.0,1800.0,NC,13,0.0,0.0,03/31/2024,0.0,0.0
H4NC13140,"DAUGHTRY, KELLY",O,2,REPUBLICAN,4507302.43,0.0,4507302.43,0.0,0.0,0.0,20120.71,4300000.0,0.0,492284.78,0.0,0.0,143188.97,NC,13,6500.0,0.0,08/13/2024,13000.0,1500.0
H2NC14076,"JACKSON, JEFF",I,1,DEMOCRAT,891839.08,0.0,971904.91,0.0,80065.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616380.53,NC,14,176651.95,350.0,09/20/2024,13215.0,28500.0
H4NC14023,"GENANT, PAMELA",O,1,DEMOCRAT,50829.38,0.0,43172.14,0.0,0.0,7657.24,0.0,600.0,0.0,600.0,0.0,0.0,41129.96,NC,14,2514.42,6560.0,12/31/2024,0.0,0.0
H4NC14031,"MAGINNIS, BRENDAN KYRAN",O,1,DEMOCRAT,40255.0,0.0,40255.0,0.0,0.0,0.0,0.0,36985.0,0.0,0.0,0.0,36985.0,3270.0,NC,14,0.0,0.0,03/31/2024,0.0,0.0
H2NC12278,"JOSEPH, NALINI",O,2,REPUBLICAN,5487.37,0.0,6834.5,0.0,4900.09,3552.96,0.0,0.0,0.0,0.0,0.0,0.0,5487.37,NC,14,0.0,0.0,12/31/2024,0.0,0.0
H4NC12167,"LEVINSON, ERIC",O,2,REPUBLICAN,471184.66,0.0,439962.01,0.0,0.0,31222.65,10105.3,272000.0,0.0,272000.0,0.0,0.0,189079.36,NC,14,0.0,0.0,12/31/2024,43236.24,0.0
H4NC14015,"MOORE, TIM",O,2,REPUBLICAN,2399255.27,242857.64,1475688.71,0.0,0.0,923566.56,0.0,0.0,0.0,0.0,0.0,0.0,1784636.17,NC,14,370500.0,0.0,12/31/2024,44000.0,1800.0
H4ND01044,"HAMMER, TRYGVE",O,1,DEMOCRAT,1174195.59,0.0,1164239.0,0.0,0.0,9956.59,0.0,0.0,0.0,0.0,0.0,0.0,1161589.67,ND,00,12120.0,400.0,12/31/2024,11815.1,0.0
H2ND01022,"MUND, CARA",O,2,REPUBLICAN,26472.35,0.0,40333.92,0.0,15538.44,1676.87,7000.0,0.0,0.0,0.0,0.0,0.0,17448.0,ND,00,0.0,0.0,12/31/2024,0.0,0.0
H4ND00053,"BECKER, RICK",O,2,REPUBLICAN,988330.42,0.0,987168.58,0.0,0.0,1161.84,0.0,550000.0,0.0,349000.0,0.0,201000.0,395328.58,ND,00,38051.0,0.0,12/31/2024,46940.0,0.0
H4ND00061,"FEDORCHAK, JULIE",O,2,REPUBLICAN,1979067.01,89841.44,1649739.07,0.0,0.0,329327.94,0.0,0.0,0.0,0.0,0.0,0.0,1331059.57,ND,00,556166.0,0.0,12/31/2024,3000.0,5000.0
H4ND00079,"BALAZS, ALEX",O,2,REPUBLICAN,133289.13,0.0,133289.13,0.0,0.0,0.0,0.0,113030.24,0.0,46603.96,0.0,66426.28,16958.89,ND,00,3300.0,0.0,12/31/2024,0.0,0.0
H4ND01051,"CAMPBELL, THOMAS SCOTT",O,2,REPUBLICAN,52600.0,0.0,48034.58,0.0,0.0,4565.42,0.0,50000.0,0.0,0.0,0.0,0.0,2600.0,ND,00,0.0,0.0,07/18/2024,0.0,0.0
H8ND00096,"ARMSTRONG, KELLY",I,2,REPUBLICAN,893118.45,48381.7,1170382.15,0.0,277263.7,0.0,0.0,0.0,0.0,158988.29,0.0,0.0,248993.87,ND,00,591731.16,0.0,12/04/2024,33350.0,36000.0
H4NE01189,"BLOOD, CAROL",C,1,DEMOCRAT,129104.43,0.0,127583.16,0.0,0.0,1521.27,45.0,0.0,0.0,0.0,0.0,0.0,116996.93,NE,01,11900.0,50.0,12/31/2024,445.0,0.0
H2NE01118,"FLOOD, MIKE",I,2,REPUBLICAN,2005390.45,62206.0,1791480.44,0.0,6871.76,220781.77,0.0,0.0,0.0,0.0,0.0,102053.5,1033441.99,NE,01,908881.4,0.0,12/31/2024,0.0,0.0
H2NE02132,"VARGAS, ANTHONY 'TONY'",C,1,DEMOCRAT,7515611.35,130369.44,7487835.3,0.0,53388.23,81164.28,6600.0,0.0,0.0,0.0,0.0,0.0,6659264.45,NE,02,709888.09,9489.37,12/31/2024,82338.61,0.0
H4NE02096,"FREI, DANIEL EDWARD",C,2,REPUBLICAN,139834.0,0.0,138602.28,0.0,0.0,1231.72,0.0,8100.0,0.0,0.0,0.0,8100.0,124634.0,NE,02,7100.0,0.0,12/31/2024,3400.0,0.0
